cust_id,sales_total,num_of_orders,gender
102502,421.45,3,1
102503,101.12,2,0
102504,152.74,1,1
102505,50.68129,1,0
102506,211.48,2,0
102507,76.43,3,1
102508,184.17,3,1
102509,83.92,2,1
102510,295.49,4,0
102511,177.18,2,0
102512,91.03,2,0
102513,179.29,2,0
102514,54.38,3,0
102515,137.07,1,1
102516,512.44,2,0
102517,375.91,3,1
102518,34.72,2,0
102519,58.12,2,0
102520,607.32,4,0
102521,330.31,2,0
102522,329.47,2,1
102523,31.06,2,1
102524,134.12,2,1
102525,1013.81,7,1
102526,44.31,2,0
102527,75.17,2,0
102528,241.43,4,1
102529,105.8,3,1
102530,53.19,3,0
102531,175.67,2,1
102532,51.11,3,1
102533,44.75,2,1
102534,70.93,2,1
102535,57.29,3,1
102536,88.7,1,0
102537,565.44,4,0
102538,41.09,2,0
102539,191.52,2,1
102540,3290.38,10,0
102541,630.12,3,1
102542,57.95,2,1
102543,1263.58,8,1
102544,277.17,3,1
102545,113.73,3,1
102546,85.92,2,1
102547,1073.32,10,0
102548,119.3,2,1
102549,462.26,1,0
102550,98.34,2,0
102551,154.92,1,0
102552,34.8,2,1
102553,210.4,4,1
102554,47.07,1,0
102555,1077.61,6,1
102556,157.11,2,0
102557,513.4,2,0
102558,75.34,3,0
102559,341.61,1,1
102560,107.28,2,1
102561,239.15,4,0
102562,68.75,2,1
102563,378.39,3,1
102564,178.56,2,0
102565,294.91,3,1
102566,234.47,3,0
102567,94.22,2,1
102568,246.61,3,0
102569,65.58,2,0
102570,66.8,3,1
102571,89.33,2,1
102572,75.2,2,1
102573,413.88,4,1
102574,97.29,3,1
102575,56.71,2,0
102576,117.43,3,1
102577,330.76,2,0
102578,39.9084,3,1
102579,118.05,1,1
102580,481.85,3,1
102581,75.78674,1,0
102582,75.65,2,0
102583,79.51,3,0
102584,89.61,2,1
102585,55.41,3,1
102586,44.21,2,0
102587,71.90709,2,1
102588,572.07,6,0
102589,373.46,3,1
102590,350.17,2,0
102591,100.72,3,0
102592,3044.65,18,1
102593,81.27,3,0
102594,170.58,2,1
102595,139,2,0
102596,341.22,2,0
102597,56.66624,1,1
102598,207.38,2,0
102599,169.94,3,0
102600,96.15,3,1
102601,79.86,1,0
102602,316.67,1,0
102603,198.33,1,0
102604,286.46,3,0
102605,359.35,4,0
102606,311.42,2,0
102607,185.51,2,0
102608,159.49,2,0
102609,54.99,2,0
102610,123.35,2,1
102611,155.78,3,0
102612,142.97,2,0
102613,118.51,2,0
102614,205.41,1,0
102615,167,2,0
102616,156.85,1,1
102617,45.12,1,0
102618,101.67,3,1
102619,65.32,2,1
102620,235.15,1,1
102621,62.92,2,0
102622,124.57,3,1
102623,518.51,5,0
102624,316.24,3,0
102625,157.17,2,1
102626,127.56,3,0
102627,104.57,1,0
102628,616.22,4,1
102629,41.57,1,1
102630,788.79,4,0
102631,114.92,2,0
102632,115.74,3,0
102633,55.66012,3,0
102634,62.76,1,1
102635,614.69,4,0
102636,268.22,2,1
102637,30.99,2,1
102638,144.57,3,0
102639,95.11,2,1
102640,280.96,4,1
102641,1362.12,4,0
102642,118.73,3,1
102643,95.79,2,0
102644,1321.17,4,1
102645,351.89,2,1
102646,281.19,2,0
102647,66.58,2,0
102648,63.53337,2,1
102649,80.4,3,1
102650,74.87,2,1
102651,161.11,1,0
102652,686.63,5,0
102653,379.92,4,1
102654,247.8,2,0
102655,31.63096,3,1
102656,329.54,2,0
102657,51.43,2,1
102658,184.24,1,0
102659,136.23,3,1
102660,489.24,4,0
102661,283,2,1
102662,131.58,3,1
102663,619.83,4,1
102664,134.23,1,1
102665,178.85,2,1
102666,1052.81,4,1
102667,159.56,3,1
102668,43.89,1,1
102669,58.96,1,1
102670,178.12,1,0
102671,215.35,1,1
102672,88.23,2,1
102673,96.64994,2,1
102674,114.82,1,0
102675,158.44,3,1
102676,208.27,1,0
102677,215.3,1,1
102678,152.65,2,0
102679,309.55,3,0
102680,84.52,2,0
102681,87.26,1,1
102682,63.85,1,1
102683,68.08,1,0
102684,65.24,3,0
102685,66.9328,1,0
102686,294.33,2,1
102687,85.16907,2,0
102688,98.66,1,1
102689,548.11,4,1
102690,367.11,3,0
102691,80.89,2,1
102692,920.58,3,0
102693,155.71,2,1
102694,130.61,2,0
102695,614.33,2,1
102696,142.91,2,0
102697,290.05,2,1
102698,147.25,2,1
102699,591.22,5,0
102700,31.93,2,0
102701,263.34,2,0
102702,138.69,2,0
102703,128.31,1,1
102704,1432.52,10,0
102705,268.66,3,1
102706,48.27,1,0
102707,699.21,5,1
102708,348,2,1
102709,305.68,4,0
102710,129.76,3,1
102711,174.51,1,0
102712,106.52,1,1
102713,162.56,2,0
102714,505.66,4,0
102715,141.31,2,1
102716,55.8,1,0
102717,370.01,1,0
102718,186.1,3,0
102719,223.02,3,1
102720,96.84,2,1
102721,223.17,1,1
102722,58.9,1,1
102723,124.93,2,1
102724,129.33,2,0
102725,133.3,2,1
102726,81.27,2,1
102727,168.02,3,1
102728,186.01,2,0
102729,322.8,3,1
102730,318.18,2,1
102731,370.52,4,0
102732,226.31,2,0
102733,150.24,1,1
102734,362.23,2,1
102735,76.48,2,0
102736,296.73,3,0
102737,127.39,1,1
102738,43.69,2,0
102739,77.34,3,0
102740,133.46,2,1
102741,241.88,1,0
102742,66.08,1,1
102743,443.05,3,1
102744,435.58,3,1
102745,41.95,2,0
102746,442.72,3,1
102747,1211.61,8,1
102748,129.12,1,1
102749,108.81,2,0
102750,804.37,5,0
102751,818.05,2,1
102752,97.51,2,1
102753,385.78,3,1
102754,212.76,1,0
102755,59.33207,1,0
102756,198.6,3,0
102757,174.83,2,0
102758,42.78,1,0
102759,88.55,2,0
102760,69.33,2,0
102761,75.09,3,1
102762,223.45,2,1
102763,45.08,1,0
102764,47.88932,2,0
102765,280.65,3,0
102766,91.52,2,1
102767,33.03,1,1
102768,225.91,1,0
102769,61.17,2,1
102770,46.54,1,0
102771,34.85,1,1
102772,420.7,2,1
102773,92.48,1,1
102774,95.66277,2,1
102775,67.66,1,0
102776,221.18,1,1
102777,30.85,1,1
102778,104.55,1,1
102779,380.03,3,1
102780,141.22,1,1
102781,193.04,3,0
102782,137.67,1,1
102783,436.61,4,1
102784,200.29,2,1
102785,47.50175,2,1
102786,176.14,2,1
102787,185.87,2,1
102788,59.07,1,1
102789,43.78,2,1
102790,74.82,1,0
102791,568.89,6,1
102792,82.37,2,0
102793,86.58181,2,1
102794,275.2,1,1
102795,310.05,3,1
102796,205.53,3,1
102797,52.89,2,0
102798,165.15,2,0
102799,52.05,2,1
102800,101.2,2,1
102801,62.32576,2,0
102802,231.48,1,0
102803,73.69,3,0
102804,57.12,2,0
102805,30.41,1,0
102806,428.76,3,0
102807,397.53,3,1
102808,570.48,6,0
102809,111.67,2,1
102810,717.7,3,1
102811,171.96,1,0
102812,67.83,2,0
102813,31.82,2,1
102814,246.55,4,1
102815,322.16,4,0
102816,110.21,3,0
102817,51.8,2,0
102818,1324.05,8,0
102819,114.86,1,1
102820,151.8,1,0
102821,196.78,3,0
102822,68.51,1,0
102823,63.05,2,1
102824,76.15,2,1
102825,320.09,2,1
102826,688.78,5,1
102827,287.26,1,1
102828,238.94,3,0
102829,214.42,3,1
102830,700.59,5,0
102831,79.2,3,1
102832,173.98,2,1
102833,457.11,3,0
102834,74.16,3,0
102835,31.74,2,0
102836,1125.09,6,1
102837,73.32,1,0
102838,95.17,2,1
102839,150.7,3,0
102840,607.22,4,0
102841,126.73,2,1
102842,228.34,2,0
102843,205.44,1,1
102844,61.64598,1,1
102845,470.87,2,0
102846,320.16,3,1
102847,326.17,1,1
102848,270.54,2,0
102849,107.42,1,1
102850,189.42,2,0
102851,391.62,3,0
102852,33.67,2,0
102853,72.45,2,0
102854,253.29,1,1
102855,113.1,2,1
102856,311.79,3,1
102857,259.66,4,1
102858,57.84,3,0
102859,72.16659,2,0
102860,47.93,1,0
102861,317.84,2,1
102862,143.57,1,1
102863,64.51,2,0
102864,137.88,1,0
102865,50.37,2,1
102866,250.17,2,1
102867,129.31,2,1
102868,245.29,3,0
102869,1716.32,5,0
102870,395.39,2,1
102871,310.68,1,1
102872,182.95,2,1
102873,141.98,2,1
102874,151.69,2,1
102875,624.53,5,0
102876,338.22,4,0
102877,1487.57,6,0
102878,215.51,3,1
102879,609.82,3,0
102880,149.67,3,0
102881,448.33,3,1
102882,44.85,1,0
102883,217.81,3,0
102884,78.24,1,0
102885,65.51,3,0
102886,890.97,4,1
102887,220.31,3,0
102888,256.03,1,0
102889,44,1,1
102890,134.01,1,0
102891,62.36312,2,0
102892,160.19,2,0
102893,742.71,5,1
102894,190.71,1,1
102895,143.86,3,1
102896,90.75,1,1
102897,1276.94,5,0
102898,97.44,1,1
102899,216.63,4,0
102900,206.48,2,0
102901,93.41768,3,1
102902,456.31,1,1
102903,212.69,3,0
102904,41.18,1,1
102905,129.22,1,0
102906,409.05,1,1
102907,64.16,2,0
102908,31.33,2,0
102909,339.46,2,0
102910,46.58059,2,0
102911,240.98,1,1
102912,401.25,3,1
102913,151.42,2,0
102914,102.46,3,1
102915,230.58,3,1
102916,223.71,2,0
102917,514.65,5,0
102918,290.9,4,1
102919,736.11,5,1
102920,510.39,3,1
102921,235.82,4,1
102922,648.51,4,1
102923,698.29,3,0
102924,69.04,3,0
102925,290.26,3,0
102926,415.66,3,0
102927,198.77,1,1
102928,426.11,1,0
102929,141.13,2,1
102930,50.16,2,0
102931,147.41,3,0
102932,78.03,3,0
102933,114.1,1,0
102934,370.39,3,0
102935,392.01,2,1
102936,1440.62,5,0
102937,442.55,3,1
102938,38.42,2,1
102939,119.87,3,0
102940,158.43,1,0
102941,171.93,3,0
102942,539.5,2,0
102943,253.22,2,1
102944,57.17,2,0
102945,37.93,2,0
102946,279.4,3,1
102947,85.77,1,0
102948,82.07,3,0
102949,272.7,3,0
102950,31.3169,1,0
102951,61.12,2,0
102952,574.98,4,0
102953,1293.59,9,0
102954,151.52,3,1
102955,91.62,1,1
102956,240.35,1,0
102957,117.23,3,1
102958,64.77,2,1
102959,513.31,3,0
102960,39.31,2,1
102961,588.66,5,1
102962,207.59,2,1
102963,50.4,1,1
102964,93.47,3,1
102965,1091.13,10,0
102966,77.38,1,0
102967,69.28,1,1
102968,194.39,3,0
102969,380.56,3,1
102970,164.42,2,0
102971,206.18,2,0
102972,75.46,2,0
102973,67.98,1,1
102974,304.14,4,1
102975,751.36,3,1
102976,310.01,2,1
102977,93.79,2,1
102978,73.81,2,0
102979,48.74,2,1
102980,109.93,2,1
102981,160.12,3,0
102982,94.45,3,0
102983,357.98,2,1
102984,198.09,2,0
102985,48.7,1,1
102986,361.68,3,1
102987,71.28,3,1
102988,65.2536,2,1
102989,114.77,2,1
102990,209.53,2,0
102991,408.61,2,1
102992,117.32,2,1
102993,111.67,2,1
102994,72.66,1,1
102995,358.27,4,1
102996,298.06,2,1
102997,270.11,3,1
102998,90.45,3,1
102999,226.93,1,1
103000,460.25,1,0
103001,277.71,1,0
103002,308.48,2,0
103003,135.39,1,0
103004,594.9,6,0
103005,124.97,3,1
103006,111.46,2,0
103007,92.87,2,1
103008,277.72,3,0
103009,692.53,6,1
103010,54.68,1,1
103011,127.43,2,0
103012,266.26,1,1
103013,116.62,1,1
103014,647.07,3,0
103015,115.33,3,0
103016,40.54,2,1
103017,286.72,1,0
103018,591.93,4,0
103019,231.66,3,0
103020,134.93,3,0
103021,1017.24,6,1
103022,155.68,2,0
103023,247.93,4,1
103024,178.77,3,1
103025,225.07,2,1
103026,913.77,4,0
103027,39.99,2,0
103028,133.96,2,0
103029,53.76,3,0
103030,995.12,5,0
103031,49.78,1,1
103032,310.48,4,0
103033,409.83,2,1
103034,161.2,1,0
103035,68.99,2,1
103036,127.93,1,1
103037,275.25,4,0
103038,64.5,2,1
103039,623.03,4,1
103040,54.16,3,1
103041,93.48,2,0
103042,105.31,2,1
103043,47.7,2,0
103044,71.79,2,0
103045,148.74,3,1
103046,524.02,5,1
103047,45.64,2,0
103048,177.01,2,1
103049,99.06,2,0
103050,1295.59,7,1
103051,64.41,3,0
103052,100.9,2,1
103053,280.17,1,0
103054,90.23,3,1
103055,481.3,3,1
103056,192.83,2,1
103057,174.9,2,0
103058,202.68,3,1
103059,271.03,3,1
103060,550.77,2,0
103061,513.8,3,0
103062,224.22,4,1
103063,495.32,1,0
103064,94.85,3,0
103065,304.52,2,1
103066,274.52,3,0
103067,45.3021,2,0
103068,183.3,2,0
103069,85.85,2,1
103070,88.23,2,0
103071,82.41,1,1
103072,256.53,2,0
103073,132.36,2,1
103074,69.74,2,0
103075,6428.06,20,1
103076,481.97,3,1
103077,92.57,2,0
103078,95.39,3,0
103079,225.31,2,1
103080,353.02,3,1
103081,262.37,4,1
103082,113.28,1,1
103083,912.93,6,0
103084,543.71,4,0
103085,81.77,1,1
103086,88.7,1,0
103087,112.05,1,0
103088,787.16,4,0
103089,71.59,2,0
103090,335.07,3,0
103091,133.23,3,1
103092,212.32,2,1
103093,232.55,3,1
103094,166.77,2,0
103095,49.466,2,1
103096,498.68,4,0
103097,149.12,1,1
103098,63.67,2,0
103099,156.95,2,1
103100,148.54,2,0
103101,56.8,2,1
103102,107.97,1,0
103103,256.48,1,1
103104,67.73,3,1
103105,388.53,3,0
103106,531.52,5,1
103107,49.31,1,1
103108,117.05,1,1
103109,85.47,3,1
103110,215.52,3,1
103111,192.93,2,1
103112,99.45,2,0
103113,156.6,1,1
103114,197.53,2,0
103115,68.92,2,1
103116,295.27,2,1
103117,205.93,1,1
103118,578.3,5,1
103119,35.17,2,0
103120,423.69,4,1
103121,274.65,3,1
103122,67.21,1,0
103123,194.16,2,0
103124,70.35194,3,1
103125,437.71,3,0
103126,214.4,4,1
103127,327.65,3,0
103128,931.26,5,0
103129,82.74,2,1
103130,182.32,2,1
103131,117.45,2,0
103132,84.36587,2,0
103133,400.54,3,1
103134,73.24,1,0
103135,61.24,2,0
103136,110.4,3,1
103137,61.64,2,1
103138,35.12,1,0
103139,85.28,1,0
103140,66.17,2,0
103141,201.35,3,1
103142,300.33,3,1
103143,408.96,4,0
103144,149.19,3,0
103145,134.36,1,0
103146,186.3,2,0
103147,660.23,3,0
103148,277.79,3,0
103149,149.47,3,0
103150,164.92,1,0
103151,80.25,2,1
103152,208.4,3,1
103153,360.02,3,0
103154,331.35,1,0
103155,395.5,2,0
103156,173.63,2,0
103157,313.42,3,1
103158,67.38,3,0
103159,179.51,1,0
103160,73.86,1,0
103161,84.26,2,1
103162,515.13,5,1
103163,298.74,2,0
103164,40.7,2,1
103165,41.56,1,0
103166,167.05,3,0
103167,181.84,2,1
103168,319.21,3,1
103169,149.77,3,0
103170,35.45951,1,1
103171,395.69,1,1
103172,49.15108,1,1
103173,69.79,2,0
103174,83.43,2,1
103175,37.96,1,0
103176,2168.46,7,0
103177,30.64,2,0
103178,665.87,6,0
103179,191.8,2,0
103180,36.89,2,0
103181,70.18,1,1
103182,45.23,2,0
103183,160.06,2,0
103184,119.68,1,1
103185,80.94,2,0
103186,79.88,2,1
103187,46.62,2,1
103188,70.74,3,1
103189,318.22,2,0
103190,643.77,5,1
103191,190.14,2,0
103192,34.72,1,0
103193,1172.87,6,1
103194,881.02,5,1
103195,102.09,3,0
103196,75.96,2,1
103197,47.33,2,1
103198,98.87,3,0
103199,541.49,3,1
103200,194.65,2,1
103201,113.52,2,1
103202,274.67,2,1
103203,194.83,3,0
103204,222,2,1
103205,124.04,1,0
103206,111.09,2,0
103207,141.78,1,1
103208,197.08,3,1
103209,324.89,3,0
103210,319.79,2,1
103211,88.57,2,0
103212,51.93,2,0
103213,81.6,1,0
103214,435.39,3,1
103215,169.93,3,1
103216,51.65,2,0
103217,34.25778,2,1
103218,182.34,2,0
103219,196.4,1,1
103220,341.81,3,1
103221,582.24,5,1
103222,152.09,3,0
103223,113.07,2,1
103224,61.58,3,0
103225,90.3,2,0
103226,296.96,1,0
103227,40.92194,3,0
103228,77.69,3,1
103229,87.42,1,0
103230,168.31,2,0
103231,116.88,2,0
103232,1011.37,8,0
103233,296.17,3,1
103234,135.2,3,1
103235,158.66,1,1
103236,167.99,3,1
103237,108.47,2,0
103238,114.55,3,0
103239,534.46,5,1
103240,47.41,2,0
103241,188.01,3,1
103242,35.7,2,0
103243,42.78,1,1
103244,410.9,2,1
103245,60.77,2,0
103246,81.27,3,0
103247,145.64,2,1
103248,307.55,4,0
103249,191.86,3,1
103250,915.57,5,0
103251,75.95,1,1
103252,199.43,2,1
103253,107.52,3,1
103254,51.55,1,0
103255,275.7,2,0
103256,64.37,2,0
103257,245.28,2,0
103258,189.14,2,0
103259,296.37,3,0
103260,115.5,2,0
103261,180.61,2,1
103262,257.93,2,1
103263,186.85,2,1
103264,187.99,2,1
103265,65.9,1,0
103266,1081.55,5,0
103267,50.74,1,1
103268,781.55,6,1
103269,113.19,2,1
103270,187.34,2,1
103271,540.82,5,1
103272,140.16,3,0
103273,115.61,1,1
103274,156.97,3,1
103275,194.03,2,1
103276,380.6,1,1
103277,152.89,2,1
103278,916.35,6,0
103279,435.08,2,0
103280,52.78,2,0
103281,138.88,2,1
103282,45.07,2,1
103283,69.34397,3,1
103284,583.21,3,0
103285,90.19,1,0
103286,131.53,3,1
103287,87.91,1,1
103288,65.13082,3,0
103289,500.54,2,1
103290,186.74,1,0
103291,1140.77,9,0
103292,171.36,2,0
103293,64.35,2,0
103294,304.24,4,0
103295,194.59,1,0
103296,80.53,2,1
103297,70.99,2,1
103298,95.47,2,0
103299,204.01,3,0
103300,34.25,2,0
103301,163.88,2,1
103302,98.5,2,1
103303,32.3,2,1
103304,445.58,3,1
103305,58.95,3,0
103306,33.18,1,0
103307,141.7,2,1
103308,46.32,2,0
103309,109.02,1,0
103310,478.28,3,0
103311,61.94,1,1
103312,159.13,3,1
103313,165.82,2,1
103314,99.63,1,1
103315,329.72,2,1
103316,113.37,2,0
103317,1128.04,7,1
103318,252.44,3,1
103319,772.27,5,1
103320,648.65,2,0
103321,390.77,3,0
103322,398.14,4,1
103323,32.69,1,0
103324,58.13,2,0
103325,217.05,2,1
103326,63.5,3,0
103327,413.9,4,0
103328,259.49,2,0
103329,928.2,6,1
103330,189.76,2,1
103331,265.06,3,1
103332,348.65,2,0
103333,77.58,1,0
103334,149.23,2,0
103335,776.24,3,0
103336,70.75,2,0
103337,38.38,2,0
103338,103.57,1,1
103339,1324.76,7,1
103340,186.24,1,0
103341,68.53,2,1
103342,462.47,3,1
103343,136.71,2,1
103344,311.39,3,1
103345,275.09,2,1
103346,469.24,2,0
103347,67.56,1,1
103348,202.64,1,0
103349,52.26,2,0
103350,161.88,3,1
103351,32.66554,2,0
103352,90.14,2,0
103353,453.22,2,0
103354,109.86,3,1
103355,253.94,1,0
103356,376.82,2,1
103357,43.05,2,1
103358,134.08,1,1
103359,513.6,2,0
103360,37.73,2,0
103361,242.39,2,0
103362,177.47,2,1
103363,36.89764,3,0
103364,62.01,3,1
103365,197.71,2,1
103366,1226.49,5,1
103367,384.27,3,0
103368,124.04,3,0
103369,241.44,1,0
103370,286.51,3,0
103371,712.86,6,0
103372,167.7,2,1
103373,503.28,4,1
103374,265.06,2,0
103375,146.6,2,0
103376,66.67,3,1
103377,66.01,1,1
103378,532.49,4,1
103379,60.77,1,0
103380,211.01,3,1
103381,150.95,2,0
103382,205.81,3,1
103383,541.48,4,0
103384,156.24,2,0
103385,877.64,6,1
103386,273.14,2,1
103387,139.53,2,1
103388,224.86,2,1
103389,86.33,2,1
103390,112.92,3,1
103391,80.54,3,1
103392,89.17,2,0
103393,187.59,1,1
103394,242.46,3,0
103395,732.08,3,0
103396,160.02,2,1
103397,208.15,3,0
103398,617.44,4,0
103399,238.59,3,1
103400,121.58,2,0
103401,122.5,1,0
103402,41.49,2,1
103403,85.13,2,1
103404,172.22,3,1
103405,246.03,2,0
103406,507.17,5,0
103407,159.46,1,0
103408,234.07,2,1
103409,72.66,2,0
103410,406.32,3,0
103411,61.21403,3,0
103412,255.68,2,0
103413,539.81,5,0
103414,96.35,2,1
103415,624.42,4,1
103416,353.55,2,0
103417,213.38,1,1
103418,121.3,2,0
103419,30.53,2,1
103420,294.52,2,1
103421,137.84,1,0
103422,85.77143,3,0
103423,45.7,2,0
103424,379.24,4,0
103425,78.74,2,1
103426,291.33,2,0
103427,573.65,3,1
103428,83.8,3,0
103429,73.97,2,0
103430,405.01,3,1
103431,438.64,4,1
103432,70.18,3,0
103433,172.2,2,0
103434,63.59,1,0
103435,509.72,2,1
103436,77.68,2,0
103437,165.23,2,0
103438,1391.27,5,1
103439,49.36,1,1
103440,90.68297,3,0
103441,91.2,1,1
103442,242.45,4,0
103443,334.68,2,1
103444,166.67,2,1
103445,117.87,2,0
103446,369.01,2,0
103447,390.71,2,1
103448,37.24,1,0
103449,122.98,3,1
103450,67.71043,1,0
103451,296.18,3,1
103452,128.27,1,0
103453,212.64,2,1
103454,229.38,3,1
103455,399.08,3,1
103456,229.66,1,1
103457,106.82,2,1
103458,224.68,3,1
103459,80.3,2,0
103460,34.33731,1,1
103461,106.3,2,1
103462,293.34,3,0
103463,716.54,6,0
103464,79.85,3,0
103465,56.91,2,1
103466,198.8,3,0
103467,141.35,2,1
103468,249.81,3,0
103469,2375.37,9,0
103470,180.8,2,1
103471,133.95,1,0
103472,288.57,3,0
103473,394.62,2,0
103474,142.45,3,0
103475,104.25,1,1
103476,193.42,1,0
103477,52.08,1,1
103478,136.96,1,1
103479,682.22,6,0
103480,258.57,3,1
103481,178.67,3,0
103482,558.31,2,0
103483,95.48,3,0
103484,272.35,3,0
103485,300.64,3,0
103486,183.65,2,1
103487,467.03,2,0
103488,63.77,3,1
103489,232.5,1,1
103490,103.6,2,0
103491,82.28,1,0
103492,96.61366,3,1
103493,248.15,3,0
103494,364.13,4,0
103495,35.85656,2,1
103496,1169.06,5,1
103497,72.98,2,0
103498,136.48,2,0
103499,58.49082,2,0
103500,219.76,4,1
103501,213.87,1,1
103502,48.75165,2,0
103503,48.7,1,0
103504,924.63,4,0
103505,60.25,1,1
103506,183.03,1,1
103507,108.23,2,1
103508,213.48,3,0
103509,470.63,4,0
103510,145.94,2,0
103511,113.25,3,0
103512,444.88,3,0
103513,30.27,1,0
103514,60.75,1,0
103515,102.92,2,0
103516,74.08,1,0
103517,626.87,4,0
103518,333.26,2,1
103519,63.51,3,1
103520,507.23,3,0
103521,627.72,3,0
103522,56.08,2,1
103523,69.36,2,0
103524,290.28,3,0
103525,167.67,2,1
103526,58.82,1,0
103527,63.35,2,0
103528,118.91,3,1
103529,377.52,2,1
103530,30.12,2,0
103531,139.75,3,0
103532,38.52,1,0
103533,172.11,3,0
103534,51.97,3,0
103535,77.75708,2,0
103536,132.18,2,1
103537,218.17,2,1
103538,102.33,2,1
103539,146.91,2,1
103540,65.8081,1,1
103541,105.04,2,0
103542,395.65,4,0
103543,92.1,1,1
103544,312.97,3,0
103545,235.49,3,0
103546,257.85,3,0
103547,37.07,1,0
103548,80.04,2,0
103549,112.78,1,1
103550,401.89,1,1
103551,171.49,2,1
103552,165.76,2,0
103553,207.29,1,0
103554,563.33,2,1
103555,157.94,1,1
103556,137.53,1,0
103557,120.89,2,0
103558,188.55,3,0
103559,1537.22,10,1
103560,90.42,1,0
103561,37.62302,2,0
103562,124.44,2,0
103563,98.1,2,1
103564,208.15,4,1
103565,558.91,4,1
103566,347.84,2,1
103567,198.87,1,0
103568,261.03,1,1
103569,314.89,4,0
103570,101.29,3,1
103571,124.28,2,0
103572,491.92,1,0
103573,162.06,1,1
103574,425.57,4,1
103575,42.67,1,0
103576,48.58,2,1
103577,694.79,6,0
103578,145.02,3,1
103579,1234.63,6,0
103580,112.04,3,0
103581,46.27,1,1
103582,327.25,3,1
103583,154.04,2,1
103584,151.24,2,1
103585,384.6,2,1
103586,172.63,3,0
103587,52.35,2,0
103588,226.16,2,0
103589,170.05,3,0
103590,51.18,2,1
103591,58.01,1,0
103592,51.93157,2,1
103593,179.78,1,1
103594,38.39,1,1
103595,95.39,1,1
103596,110.6,2,0
103597,124.18,2,0
103598,34.88,1,1
103599,47.47,2,1
103600,124.7,2,0
103601,427.69,3,0
103602,110.24,2,1
103603,36.09,1,1
103604,72.62,1,1
103605,68.01,2,1
103606,352.02,3,0
103607,225.32,3,0
103608,214.85,4,1
103609,132.62,3,1
103610,38.47,2,1
103611,248.76,1,1
103612,684.45,6,1
103613,67.96,3,0
103614,354.4,4,1
103615,91.99,3,0
103616,503.04,6,0
103617,57.62,1,1
103618,33.68,2,1
103619,346.15,2,1
103620,100.01,3,0
103621,373.62,2,0
103622,89.98,2,0
103623,384.76,2,0
103624,42.37904,2,1
103625,443.07,4,0
103626,211.83,2,0
103627,121.64,2,1
103628,62.94,1,1
103629,96.39,3,0
103630,409.2,3,1
103631,189.03,1,1
103632,45.01,2,0
103633,44.03,2,0
103634,221.16,3,0
103635,41.59,1,1
103636,105.09,2,0
103637,51.57,3,1
103638,629.15,4,0
103639,137.53,2,1
103640,44.37,2,1
103641,176.78,2,1
103642,36.89,1,0
103643,56.25,2,0
103644,229.52,4,0
103645,395.1,4,0
103646,190.36,2,0
103647,94.64,3,0
103648,191.74,2,0
103649,41.81,2,1
103650,331.64,3,1
103651,101.31,2,1
103652,41.1,2,0
103653,121.77,3,1
103654,231.91,2,0
103655,67.70161,1,0
103656,212.25,3,1
103657,557.43,3,0
103658,334.19,2,0
103659,102.86,2,1
103660,261,3,0
103661,634.98,6,1
103662,109.05,3,0
103663,439.64,1,0
103664,130.95,1,1
103665,55.52,3,0
103666,208.09,1,0
103667,148.12,3,0
103668,77.75,2,1
103669,189.88,1,0
103670,52.78,2,1
103671,237.9,3,1
103672,811.83,3,0
103673,188.85,2,1
103674,475.73,4,0
103675,354.2,3,0
103676,1070,8,1
103677,592.55,3,1
103678,292.76,2,1
103679,218.26,3,0
103680,93.65,2,0
103681,565.86,5,1
103682,87.05,1,0
103683,64.33,2,0
103684,1245.63,5,0
103685,160.82,3,0
103686,49.9,1,1
103687,1100.47,5,1
103688,135.5,2,0
103689,427.61,4,0
103690,1033.89,7,0
103691,204.18,2,1
103692,162.28,2,1
103693,92.03,2,1
103694,168.06,3,1
103695,312.94,3,1
103696,139.07,2,1
103697,207.53,2,1
103698,468.08,3,1
103699,1210.83,8,0
103700,243.45,3,0
103701,113.58,2,1
103702,212.83,2,0
103703,243.13,1,1
103704,515.45,3,1
103705,301.94,3,0
103706,37.0956,2,1
103707,45.42,1,0
103708,143.24,2,0
103709,156,1,0
103710,396.27,4,0
103711,118.95,3,1
103712,46.23974,2,0
103713,562.77,6,0
103714,128.92,3,0
103715,90.75,2,1
103716,555.24,3,1
103717,117.45,3,0
103718,773.94,4,1
103719,40.19,1,1
103720,59.43,3,1
103721,58.79,1,1
103722,340.48,3,0
103723,133.71,2,1
103724,48.8396,3,0
103725,178.11,3,0
103726,128.57,2,0
103727,131.13,1,0
103728,43.23939,3,0
103729,121.6,2,1
103730,138.61,3,0
103731,842.81,4,0
103732,236.72,2,1
103733,242.9,1,0
103734,81.28,3,0
103735,4046.9,18,0
103736,61.64,2,0
103737,190.8,3,1
103738,103.47,2,1
103739,942.24,3,0
103740,110.52,3,1
103741,114.4,1,1
103742,371.72,3,0
103743,137.32,3,0
103744,351.63,3,1
103745,85.7,2,1
103746,111.36,3,0
103747,480.08,2,1
103748,321.5,3,0
103749,120.59,3,0
103750,282.95,4,1
103751,503.18,5,0
103752,86.63,2,0
103753,71.81,1,0
103754,78.83,1,1
103755,79.19,1,1
103756,529.18,6,0
103757,1141.14,7,1
103758,117.54,2,1
103759,101.74,2,0
103760,75.7,2,0
103761,447.36,2,1
103762,87.35,2,0
103763,586.63,6,0
103764,89.75,2,0
